nombre_artista,album,fecha,tipo,track
Skasti,YE,2018-01-23,track,Tutivillus
Los Rodriguez,Rock Callejero,2018-04-30,track,Mala suerte
Ataque Escampe,A vida dos animais (2012-2018),2018-12-31,track,Nos días do medo (2013)
Gatoperro,Ríen los dioses,2018-09-28,track,Hecho a medida
Disco Las Palmeras!,Alegría,2018-04-02,track,Alegría
The Soulbreaker Company,Sewed with Light,2018-11-30,track,Avoid the Crash
M I C E,Gure oroitzapenak,2018-12-10,track,Ez diren gauzak
Dixebra,Uviéu 17-09-2017 (En Directo 30 Aniversariu),2018-11-30,track,Banqueru - En Directo 30 Aniversariu
EraBatera,Antipodetan,2018-09-20,track,Lehengo Moduan
Laurel Aitken,Reggae '69,2018-05-11,track,Sufferation
Suso Díaz,Nomad Tribes,2018-12-14,track,Song to Elizabeth
The Steel Elms,This Is Where We End,2018-07-24,track,Waves of Eventide
Bluestain,Book of Nora,2018-01-12,track,Cazador De Tormentas
Stai Zitto,Bidaia,2018-03-16,track,Oroitzak
Los Gatos del Gitano,Informe de Daños,2018-03-30,track,Gitanita
Quimi Portet,Carta a ningú,2018-03-23,track,Carta a ningú
Eskean Kristö,Beste belaze batzuen gozoan,2018,track,Koipez bustiko gara
Willis Drummond,Live,2018-11-30,track,Aholkua
La Trinca,Marro!,2018-10-19,track,Barcelona Mès Que Mai
Atzembla,Instint,2018-03-20,track,Quants cops
Merche,First Dates (2018),2018-03-23,track,Noche de San Juan
F/E/A,Vèrtebra,2018-11-16,track,Corvet
Filippo Landini,Buona Sera Signorina,2018-03-16,track,Mar Endins
Chelsea Boots,Guilty Pleasure,2018-09-20,track,Pretty Stranger
Bluestain,Book of Nora,2018-01-12,track,Clara Imposible
Young Forest,Looking North,2019-10-11,track,As Mom Said
Ramon Muntaner,Música Catalana,2019-03-08,track,L'ametlla amarga
Young Forest,Looking North,2019-10-11,track,Lost
Diego Martín,Concierto órbita M,2019-02-13,track,Yo Que Lo Hice por Cantar - En Directo
Moris,ROCKOPILACIÓN VOL.3 (Remasterizado),2019-01-25,track,Atrapado por el Rock and Roll - Remasterizado
Habitar La Mar,Realismo Histérico,2019-02-22,track,Serio
Fetus,El somni barceloní,2019-04-12,track,El somni barceloní
Vanesa Martín,Baladas en directo (Live),2019-06-21,track,Atravesándote - Live
Ruiperez,En la distancia corta,2019-11-29,track,Ángel dorado
La Unión,Modernos 80,2019-03-15,track,Vivir al este del edén
Ruiperez,En la distancia corta,2019-11-29,track,El mejor de los regalos
Crudo Pimento,Pantame,2019-03-29,track,No Time for God
Los Rebeldes,Corazón de Rock and Roll (Remasterizado),2019-11-15,track,Great Balls of Fire - En Directo Coin Julio 1994
Los Rebeldes,Corazón de Rock and Roll (Remasterizado) [Boxset],2019-11-15,track,Colgados en la Carretera (Demo) - Remasterizado
El Niño del Pegamento,Cancionero Misántropo,2019-11-05,track,Anaideia
Niko Etxart,Pop-Rock Vasco,2019-06-14,track,Euskal Rock & Roll
Monna Bell,60 De los sesenta,2019-07-19,track,Tómbola
Comandante Twin,Bolonia,2019-08-02,track,Bolonia
La Unión,Superventas 80s,2019-02-22,track,Sildavia
Los Delinqüentes,Canciones para tararear,2019-10-25,track,La primavera trompetera
Laid,Plastic Nostalgic,2019-11-01,track,Wish Things
Joan Masdéu,La flor del panical. Whiskyn's 25 anys,2019-10-25,track,Silenci
Los Rebeldes,Corazón de Rock and Roll (Remasterizado) [Boxset],2019-11-15,track,Maria Querida - Remasterizado
Los Rebeldes,Corazón de Rock and Roll (Remasterizado) [Boxset],2019-11-15,track,Un Español en Nueva York (Ensayos Básicamente) - Remasterizado
Xarim Aresté,Estaves al Mig del Merder,2019-03-01,track,Estaves al Mig del Merder
Vanesa Martín,Carácter Latino 2019,2019-07-05,track,De tus ojos - Versión Carlos Jean
Onki Xin,After-Egon,2019-11-28,track,Daftne
Los Rebeldes,Corazón de Rock and Roll (Remasterizado) [Boxset],2019-11-15,track,Una Estupida Cancion de Amor - Remasterizado
The Sick Boys,So Hot!,2019-09-20,track,What's Wrong With You
Los Rebeldes,Corazón de Rock and Roll (Remasterizado),2019-11-15,track,Billy LaRocca - Remasterizado
Los Rebeldes,Corazón de Rock and Roll (Remasterizado) [Boxset],2019-11-15,track,Hacerte el Amor (Ensayos Básicamente) - Remasterizado
Karina,Noche de paz,2019-10-25,track,Un niño
Igor Paskual,La Pasión según Igor Paskual,2019-09-13,track,Inmortal
Bobby Freeman,C'mon and Swim,2019-05-03,track,Money (That's What I Want)
Belen Arjona,You Say,2019-03-07,track,You Say
Cris Juanico,Viu,2019-04-05,track,Qui Sap?
Marlon,Carácter Latino 2019,2019-07-05,track,Volveré
Los Rebeldes,Corazón de Rock and Roll (Remasterizado) [Boxset],2019-11-15,track,Eres Especial - En Directo Bembibre Junio 1994
Los Rebeldes,Corazón de Rock and Roll (Remasterizado) [Boxset],2019-11-15,track,Great Balls of Fire - En Directo Coin Julio 1994
Laid,Plastic Nostalgic,2019-11-01,track,Let's Bloom
Karina,Nostalgia Española,2019-04-12,track,El baúl de los recuerdos
Xarim Aresté,He Vingut a Adorar-te,2019-03-15,track,He Vingut a Adorar-te
Los eternos,Vientos Solitarios,2019-05-08,track,Tempestad
Las Gipsy Rock,Las Gipsy Rock,2019-07-26,track,Te Llevo Conmigo
Fito y Fitipaldis,El club del alcohol,2019-06-07,track,Quiero beber hasta perder el control
Javier Ojeda,"El Vaivén de las Olas, Lo Mejor de 2000-2019",2019-12-06,track,Oiga Camarero
Os Amigos dos Músicos,Segundo fogar,2019-04-12,track,Bicarelo
Javier Ojeda,"El Vaivén de las Olas, Lo Mejor de 2000-2019",2019-12-06,track,"¿Cuánto, Cuánto? - Alejandro Seoane Remix Danza Invisible"
Xarim Aresté,Em Desfermaré,2019-03-29,track,Em Desfermaré
ChocQuibTown,Latino Caliente Romántico,2019-02-08,track,Pa Olvidarte
Joan Miquel Oliver,Aventures de la nota La,2020-10-16,track,Per Aqui És Mes Curt
Los Marañones,La máquina del tiempo,2020-03-13,track,Adónde fui
Barón Rojo,Grandes Éxitos - Desde Barón a Bilbao (Edición 2020),2020-04-10,track,Vampiros y Banqueros - En Directo
We Are Standard,3.000V - 40.000W,2020-10-07,track,Txusma Remix
Pastora Soler,Flamenquito Bueno,2020-07-03,track,Piensa en mi (Directo) - Live
El Diluvi,L'Amor Que Fem,2020-02-25,track,L'Amor Que Fem
Sartenazo Cerebral,Circocracia,2020,track,Unos Sinvergüenzas Acojonantes
Maldita Nerea,Los Nº1 de Cadena 100 (2020),2020-06-19,track,Dos Besos Después
Aerolineas Federales,Temazos Indie,2020-11-27,track,Lejos del mar
Marlon,Ñ. Los éxitos del año (2020),2020-11-20,track,Tequila y Candela
Vanesa Martín,Carácter Latino 25 Aniversario,2020-07-03,track,Te has perdido quién soy
Madee,Hunting Party,2020-11-13,track,Hunting Party
107 Faunos,El Año Pasado,2020-09-11,track,El Año Pasado
Pitovnis,Muriendo por Vivir,2020-05-23,track,Muriendo por Vivir
Jorge Drexler,Carácter Latino 25 Aniversario,2020-07-03,track,Todo se transforma
Xarim Aresté,Venus,2020-06-23,track,Hi Ha Més D'un Intrús
Merche,Obsesiones de Latinos,2020-06-18,track,Abre Tu Mente
CLAIM,CLAIM en Órbita M (Directo),2020-07-17,track,La Última Noche en la Tierra - Directo
Quique González,Éxitos ocultos. Los 2000,2020-07-03,track,La vida te lleva por caminos raros
Habitar La Mar,Comedia Yoica,2020-01-31,track,Arsonista de Mi
Habitar La Mar,Comedia Yoica,2020-01-31,track,Caos
Hyedra,Séptimo Invierno,2020-06-12,track,Heryda
Siniestro Total,"La Movida: 40 años, 40 canciones",2020-06-19,track,Bailaré sobre tu tumba
Kazzabe,Festival de Independencia (En Vivo),2020-09-25,track,Jardin de Amor / Punta Rebane / Caracol - En Vivo
Los Lobos,Bailes de moda,2020-09-11,track,La Bamba
CLAIM,CLAIM en Órbita M (Directo),2020-07-17,track,Arrecife - Directo
Cris Juanico,Salpols,2020-10-09,track,Si Véns
Barón Rojo,Grandes Éxitos - Desde Barón a Bilbao (Edición 2020),2020-04-10,track,Siempre Estás Allí - En Directo
Joan Miquel Oliver,Aventures de la nota La,2020-10-16,track,Magnum
Germà Negre,Kumbaià,2020-04-24,track,Seguim Brindant
Sisters of Mercy,80's Lined Up - New Wave & Cult Classics,2020-04-24,track,"Temple of Love - Extended Version, 1983"
Habitar La Mar,Comedia Yoica,2020-01-31,track,La Tara
Pepet I Marieta,Stay Home & We'll Be Free!,2020-04-10,track,Stay Home & We'll Be Free!
Vera Fauna,Home Feat Jägermusic,2020-08-05,track,Caleta
Karina,Canciones de Cine,2020-02-28,track,"Tema de Lara (From ""Dr. Zhivago"")"
Los Rebeldes,Carne para Tiburones (Remasterizado),2020-05-01,track,Maria Querida - Remasterizado
Xarim Aresté,Venus,2020-06-23,track,Aigua Gel Vapor I Neu
Playa Cuberris,Gigantes (Edición especial),2020-10-16,track,Turín
Barón Rojo,Grandes Éxitos - Desde Barón a Bilbao (Edición 2020),2020-04-10,track,Incomunicación - En Directo
MARTIRES DEL COMPAS,"Nuevas Músicas, Viejas Tradiciones",2020-06-26,track,Negrapata
Luback,"Heat, Flames and Fire",2020-11-06,track,"Heat, Flames and Fire"
Javiera Mena,Flashback Remixes,2020-06-04,track,Flashback - Ballester Remix
Los Romanticos de Zacatecas,Las Más Románticas de los Románticos,2020-02-21,track,Sabes Que Vendrás
Desorden Público,Desorden Forajido,2020-04-18,track,Ciudad Fantasma
Lion Heart,O Ferro do Escorpião,2020-06-05,track,Embaixo da Lua
Zumbis Do Espaço,Ao Vivo no Vegas Club - S.P. 01 de Setembro de 2005,2020-03-13,track,Carcaça de um Outro Alguém (Ao Vivo)
DeWolff,Nothing's Changing,2020-01-08,track,It Ain't Easy
Piel Camaleón,PONG En Vivo,2020-12-18,track,Sonrisita Deliciosa - En Vivo
Richie Furay,Maranatha! 7,2020-09-29,track,Glory to God
Hilma Nikolaisen,New Kids,2020-05-08,track,New Kids
Xiula,5472 m,2016-04-15,track,Silenci
Txuma Murugarren,Zerbait ari da gertatzen hor,2016-10-27,track,Poz biribila
ALIS,Vivimos detrás del tiempo que nos sobra,2016-10-28,track,Segundas partes
La Porta Dels Somnis,Essencial,2016-04-01,track,Entre Nosaltres
Grises,Erlo,2016-03-11,track,Huesos
Terrier,La Plaga,2016-01-29,track,Déjate Brillar
Pokers,El Que No Es Pot Explicar,2016-02-18,track,El Dia
Terrier,La Plaga,2016-01-29,track,Gafas Estrábicas
Capitán Mandarina,Un tiro al viento,2016-01-29,track,Un tiro al viento
Psiconautas,Psiconautas,2016-10-14,track,La Razón de la Tristeza
Roger Usart,Songs from a Twisted Neck,2016-11-04,track,Lonesome
Don Middlebrook,Guitar Island,2016-10-06,track,Harbor Lights
Don Vilanova Botafogo,Blues Electro Acústico,2016-11-17,track,Sin Acción
Guillermo Anderson,"Canciones para un Pais Mejor, Vol. 2",2016-06-06,track,La Ceiba para Todos
Koel,Live La Nube,2016-11-03,track,Ley Artificial - Live
Óscar Chávez,Singles,2016-10-14,track,Quiéreme Mucho
Litto Nebbia,"Borrador (Un Manojo de Rarities, Tomas Alternativas, Demos y Ensayos)",2016-02-19,track,El Mundo Ya Empezó
Kaela Kimura,KAELA present 『CHRISTMAS ～Say ho-ho-ho!!～』 LIVE,2016-07-13,track,WONDER Volt(Live)
Lo Straniero,Lo Straniero,2016-05-20,track,Cavalli di carta
Don Vilanova Botafogo,Blues Electro Acústico,2016-11-17,track,Argentina Tierra de Guitarristas
Pile,"Boston Sessions, Vol. 1: Beast",2016-10-18,track,Keep the Last Light On
1280 Almas,Los Lokos,2016,track,Los Lokos
Desmond Dekker,The Best of Desmond Dekker,2016-03-18,track,King of Ska
Edca,"La Gran Fotografía, Vol. 3",2016-09-18,track,Todo Estará Bien
Matrioska,Luca,2016-04-07,track,Luca
Juanse,La Biblia X Juanse,2016-09-30,track,Moisés
Johnny Thunders,I Think I Got This Covered,2016-09-02,track,Gloria
Manfred Krug,(Unser Abend war) Wunderbar! Das Beste von Manfred Krug,2016-12-02,track,Sie
Jetstream,Starlight,2016-07-10,track,Starlight
Sine Frontera,Restiamo umani,2016-04-22,track,Pino l'orb
Las Moskas,Rock Sound,2016-04-01,track,El Brillo de Tu Amor (Sunshine of Your Love)
Guillermo Anderson,"Canciones para un Pais Mejor, Vol. 2",2016-06-06,track,Por la Mañana
The Drifters,Legacy Of The Drifters (Live),2016-01-01,track,There Goes My First Love - Live
Don Middlebrook,Guitar Island,2016-10-06,track,The Girl with the Clothes Tag Out
Foghat,The Complete Bearsville Album Collection,2016-04-15,track,Home in My Hand - 2016 Remaster
Los Kahunas,El Fantastico Sonido Surf & Hot Rod de los Kahunas,2016-11-27,track,Surfers Paradise
Oysterband,This House Will Stand - the Best of Oysterband 1998 - 2015,2016-12-29,track,Long Dark Street - Alt. Version
Dúo Orquesta Regalizes,¿Aquí Cuando Se Dice Olé?,2016-10-17,track,Canela
Raça,Saboroso,2016-03-21,track,Animais
Will Hoge,Solo & Live: December 2015,2016-03-01,track,Still a Southern Man (Live)
The Tin Cans,Honest & Crafted,2016-02-26,track,Boring Days
The Rain,Berkunjung Ke Kotamu,2016-08-10,track,Berkunjung Ke Kotamu
Widespread Panic,"05/05/16 Chicago Theatre, Chicago, IL",2016-05-06,track,Tall Boy
Niña ,Versus,2016-02-24,track,Una Ardilla en el Camino
Scarcéus,Música,2016-06-10,track,Raio de Sol
La Rondalla De Saltillo,50 Aniversario,2016-06-20,track,Madrugada
Los Muecas,Paquetazo De Coleccion,2016-04-27,track,Mataron a La Paloma
Chalk Dinosaur,Flow State,2016-06-12,track,Flow State
Plutão Já Foi Planeta,Viagem Perdida (Superstar) - Single,2016-05-07,track,Viagem Perdida (Superstar)
La Rondalla De Saltillo,50 Aniversario,2016-06-20,track,Regresa Paloma
Feliu Ventura,Montserrat,2017-03-10,track,Montserrat
Tenpel,Culto a Mí,2017-11-06,track,El Bruto
Xarim Aresté,Riu amunt,2017-10-11,track,Riu amunt
Nunatak,Ñ: El disco del año (2017),2017-12-01,track,Romper el cielo
Sundara Karma,Los 40 Trending,2017-07-21,track,Loveblood - EP Version
Midway,Kickstart Riot,2017-01-01,track,Cocaine
Cowboys Espirituais,Cowboys Espirituais III,2017-06-25,track,Cão Vagabundo
Faces,Rock de los 70s,2017-06-13,track,Stay with Me
Neu Matter,Songs from Lust to Her,2017-01-20,track,Nada Brahma
Baltasar Comotto,Elite,2017-08-18,track,Medicación
Czarno-Czarni,Francuska Miłość,2017-10-20,track,Czas
Sons de Saturno,A Sala,2017-07-07,track,Mancada
Cartel da Cevada,"Cartélico, Vol. 1: Fronteira, Trago e Querência",2017-07-13,track,Porto Alegre Pelamor
Buddy Guy,Five Star Classic Rhythm & Blues,2017-09-29,track,A Many of Many Words
MAD3,GUITAR HERO,2017-10-11,track,DEE DEE THE CAT
Luke Bryan,Up Close With Luke Bryan,2017-12-15,track,Light It Up - Live From New York
MUGO,Race of Disorder,2017-07-25,track,Terra de Ninguém
The Beau Brummels,Rock de los 60 en Ingles,2017-12-21,track,Bang Bang
Fus Delei,Ideas Para Un Mundo Imaginario,2017-10-18,track,No Me Dejes Caer en la Cama
The Cavernarios,XV Años en Vivo en el Alicia,2017-07-14,track,En el Barrio - En Vivo
Lichis,Mariposas,2017-03-24,track,No Soy París
Estrela Leminski,Tudo Que Não Quero Falar Sobre Amor,2017-11-03,track,A Vida Não É Justa
Super Furry Animals,Radiator (20th Anniversary Edition),2017-07-28,track,"Play It Cool - Demo, Big Noise Studios, Cardiff, 16.12.96 - 19.12.96"
Skapulario,Demencia,2017-12-25,track,Eres
Sound Bullet,Terreno,2017-09-29,track,Doxa
The Cars,Exitos de los 70,2017-08-10,track,Just What I Needed
Duncan Dhu,Canciones de Carretera: Conducir Por España,2017-12-22,track,No debes marchar
The Chuck Norris Experiment,Chück Me,2017-02-06,track,Money Maker
Mad At The World,Hope,2017-12-22,track,You Belong to Me
Colorstone,The YLA Sessions (Acoustic Version),2017-08-10,track,Feeling of Falling - Acoustic Version
P.O.D.,Exitos de los 00,2017-06-26,track,Youth of the Nation
Heavy Nopal,Y Sigue la Mata Dando,2017-03-01,track,Con Estas Flores
Baker Knight,Bop Boogie to the Blues,2017-08-06,track,Just Relax
The Hazzah,XEX,2017-05-19,track,XEX
Bobby Rydell,Classics by Bobby Rydell,2017-04-24,track,The Cha Cha Cha
The Velvet Underground,Rock de los 60 en Ingles,2017-12-21,track,Who Loves the Sun
Czarno-Czarni,Francuska Miłość,2017-10-20,track,Wypiję Twoją Krew
The Shadows Of Knight,Rock de los 60 en Ingles,2017-12-21,track,Gloria
Acústicos & Valvulados,Esse Som Me Faz Tão Bem,2017-10-23,track,Nada Nos Prende
Moris,Rock de los 70s,2017-06-13,track,Zapatos de gamuza azul
Snareset,"Kaputtmacher Session Compilation, Vol. 1 (Live)",2017-01-20,track,Keep Your Suits - Kaputtmacher Live-Session
Hawkwind,Rock de los 70 en Ingles,2017-10-31,track,Silver Machine - Single Version
Centavrvs,Quebrar Las Ventanas,2017-04-28,track,Quebrar Las Ventanas
Bread,Exitos de los 70,2017-08-10,track,Everything I Own
The Stooges,Rock de los 70 en Ingles,2017-10-31,track,Fun House
The Flying Burrito Brothers,"White Line Fever: The Record Plant, Hollywood, Sept. 19th 1971 (Live)",2017-04-28,track,Six Days On The Road - Live
The Wailers,Strummin´ Mental Vol.7. Real Gone Instrumental R&R & Surf,2017-02-09,track,Wailin´
La Scelta,Colore Alieno,2017-11-10,track,Alieno
Danilo Rudah,Pura Sintonia,2017-10-15,track,Inverso
João Lopes,João Lopes,2017-08-18,track,Vida na cidade grande (Largo do Arouche)
Duran Duran,Música de verano,2018-12-28,track,Rio - Remix
Urgatz,Hori,2018-05-01,track,DIMH
Merche,First Dates (2018),2018-03-23,track,Noche de San Juan
Pau Alabajos,100 Cançons Que Expliquen 10 Anys,2018-03-29,track,Inventari
Roger Mas,Soleiada,2018-04-06,track,Soleiada
Koel,Brújula,2018-09-28,track,Vivir
Filippo Landini,Buona Sera Signorina,2018-03-16,track,Mar Endins
The Steel Elms,This Is Where We End (Remastered),2018-07-24,track,Snow Vale Ghost
Los Rodriguez,Rock Callejero,2018-04-30,track,Mala suerte
Chelsea Boots,Love On Me,2018-09-13,track,Love On Me
Bluestain,Book of Nora,2018-01-12,track,Clara Imposible
Javier Ojeda,Soledades Escogidas,2018-04-30,track,En la Soledad
Foster The People,Contigo Dentro,2018-03-23,track,Coming of Age - Radio Edit
Duncan Dhu,Música de verano,2018-12-28,track,A tu lado
Radio Océano,Memorias do Óxido,2018-08-31,track,Fritz
Karina,Decálogo (Sus 10 Mayores Éxitos),2018-04-20,track,La Más Bella del Baile
Atzembla,Instint,2018-03-20,track,Quants cops
Skasti,YE,2018-01-23,track,Black Card
Cuello,Regalo Doble,2018-02-02,track,El Solitario Dueño de Mi Emoción
Bluestain,Book of Nora,2018-01-12,track,Cazador De Tormentas
Twanguero,Raska Yú,2018-05-04,track,Raska Yú
Skasti,YE,2018-01-23,track,Sixty Seven
La Trinca,Marro!,2018-10-19,track,La Cançò de L'hivern
Skasti,YE,2018-01-23,track,Horma Irudia
Dixebra,Uviéu 17-09-2017 (En Directo 30 Aniversariu),2018-11-30,track,Banqueru - En Directo 30 Aniversariu
Dixebra,Uviéu 17-09-2017 (En Directo 30 Aniversariu),2018-11-30,track,Entamu - En Directo 30 Aniversariu
La Oreja de Van Gogh,Atrévete 2018,2018-03-09,track,Estoy Contigo
EraBatera,Antipodetan,2018-09-20,track,Lehengo Moduan
La Trinca,Marro!,2018-10-19,track,La Goma
Carlos Madrid,Prácticamente Nada,2018-03-16,track,Salvemos el Ártico
CLAIM,Ultima Noche en la Tierra,2018-03-09,track,Ultima Noche en la Tierra
Santiago Delgado y los Runaway Lovers,50 Runaway Fans No Pueden Estar Equivocados,2018-05-15,track,Baila el Cramp
Bob Dylan,Contigo Dentro,2018-03-23,track,Beyond Here Lies Nothin' (Explicit)
Stormy Mondays,"So Far, So Good: 20 Years of Stormy Mondays",2018-12-24,track,Tú Y Yo
Ataque Escampe,A vida dos animais (2012-2018),2018-12-31,track,O amor en Fujifilm (2018)
Jo Jet i Maria Ribot,Mantra,2018-06-25,track,El Buit del Dia Després
Xarim Aresté,Ni a besades,2018-06-22,track,Ni a besades
Willis Drummond,Live,2018-11-30,track,Anai
Sartenazo Cerebral,Ciudad Cloaca,2018,track,"No Nos Mires, Pégame"
Los Straitjackets,Complete Christmas Songbook,2018-10-19,track,Here Comes Santa Claus
Yo Ciervo,Mundu Honetan,2018-12-02,track,Mundu Honetan
Fiona Apple,Contigo Dentro,2018-03-23,track,The First Taste
F/E/A,Vèrtebra,2018-11-16,track,Gin Wilder
The Soulbreaker Company,Sewed with Light,2018-11-30,track,Avoid the Crash
F/E/A,Vèrtebra,2018-11-16,track,Corvet
Disco Las Palmeras!,Hoy,2018-01-26,track,Hoy
M-Clan,Rock En Español,2018-04-03,track,Roto por dentro
Molina Molina,La gran esperanza blanca,2018-09-28,track,Tu pizza fría (Without You)
Iker Lauroba,Udazkena,2018-11-01,track,Malko berrien bila
Skasti,YE,2018-01-23,track,Tutivillus
Ruxe Ruxe,Petos Furados,2019-01-01,track,Rock Bravú
Madee,Under the Sun,2019-09-27,track,Under the Sun
Zona Oscura,Hacia el Lado Contrario,2019-11-06,track,El Blues de la Distancia
Los Rebeldes,Corazón de Rock and Roll (Remasterizado) [Boxset],2019-11-15,track,Esperando a Valerie - Remasterizado
Los Rebeldes,Corazón de Rock and Roll (Remasterizado) [Boxset],2019-11-15,track,Oh! Darling (Ensayos Básicamente) - Remasterizado
Alfredo González,Afluentes,2019-02-15,track,Afluentes
Young Forest,Home,2019-09-20,track,Home
Vaquero,La Grandeza de Mis Pequeñas Cosas,2019-09-27,track,La Piel del Viento
Kitai,Shalalala,2019-09-12,track,Shalalala
Onki Xin,After-Egon,2019-11-28,track,Nahia
Laid,Plastic Nostalgic,2019-11-01,track,Always Gone
Atencion Tsunami,Vltra,2019-03-29,track,Nueva Fuerza
Amaral,Pasión de cantautor,2019-06-14,track,Moriría por vos
Sutan,A.B,2019-11-15,track,Bat
Zona Oscura,Hacia el Lado Contrario,2019-11-06,track,La Xente Necio
Alejandro Conde,Por un Poquito de Tu Amor,2019-06-21,track,Igual Que Novios
Las Aspiradoras,Analgesia Sedación Delirio,2019-10-18,track,Amor de Madre
Comandante Twin,Tulum,2019-08-30,track,Tulum
Pupil·les,Rímmel,2019-06-21,track,V
Roberto Casalino,Il Fabbricante Di Ricordi,2019-09-13,track,A Un Isolato Da Te
Ok Pirámides,Asusta,2019-04-26,track,No Es por Ahí
Los Estramboticos,Rock Mexicano. 80's & 90's,2019-10-11,track,Peter Punk
Supercobra,Time for Love,2019-08-16,track,Are You Ready?
Señor Naranjo,Perdido en Libido,2019-05-14,track,Las Flores al Viento
The Blasters,Dark Night: Live In Philly,2019-04-13,track,Never No More Blues
Le Butcherettes,TUNISIA,2019-11-08,track,TUNISIA
Ana Tijoux,Rap de la calle,2019-07-12,track,La calle
Gustavo Kaly,Preguiça Tropical: A Portuguese Second-hand Antifolk Disease,2019-05-24,track,Pés no Chão
Big John Bates,Skinners Cage,2019-04-12,track,Thread by Thread
WHY@DOLL,Hey!,2019-02-12,track,Mr.boyfriend
Fresno,NATUREZA CAOS:LIVE (ENCORE),2019-04-19,track,Milonga - Ao vivo
No More Lies,Cuore Rosso (Anima Nera),2019-10-01,track,Cuore Rosso (Anima Nera)
Big John Bates,Skinners Cage,2019-04-12,track,Harrow
Justin Townes Earle,The Saint Of Lost Causes,2019-05-10,track,The Saint Of Lost Causes
Renato Borghetti,Accordianist,2019-07-14,track,Vira-Virou
Hungría,Cumbre de Nieves Perpetuas,2019-05-08,track,Algunos Animales Son Tan Difíciles de Ver Que Parecen Espíritus
Jardim Soma,Antena,2019-10-04,track,Intacto
Kazzabe,"Archivos Perdidos, Clasicos En Vivo, Vol. 1",2019-01-10,track,No Me Dejes Solo - En Vivo
The Scaners,The Scaners II,2019-03-29,track,"Don't Run, We're Your Friends"
Rod Levario,El Loco,2019-11-24,track,El Loco
Paulo Ricardo,O Tempo Não Para,2019-05-03,track,O Tempo Não Para
Sublime With Rome,Hits acústicos,2019-09-06,track,Panic - Acoustic Version
Smile And Burn,Zubetoniert,2019-07-12,track,Zubetoniert
Ben E. King,60 De los sesenta,2019-07-19,track,Stand By Me
The Short Fuses,Dawn of the Deaf,2019-04-23,track,The Pink
Supercobra,Time for Love,2019-08-16,track,Welcome to Our World
Botellita De Jerez,Rock Mexicano. 80's & 90's,2019-10-11,track,Alarmala De Tos
Rheostatics,Here Come the Wolves,2019-09-06,track,Albatross
Courtney Marie Andrews,May Your Kindness Remain (acoustic),2019-03-29,track,May Your Kindness Remain (acoustic)
anorak.,Sleep Well,2019-09-27,track,An Imprint of a Pigeon Which Flew Against the Window
Hillbilly Rawhide,Let It Burn,2020-08-11,track,A Hora Do Acerto Final
Colorstone,First Light,2020-12-30,track,First Light
Fito y Fitipaldis,Un toque de Blues,2020-02-07,track,Barra americana
JACK BORIS,Viva,2020-04-17,track,Parte do Que Eu Sou
The Red Lights Gang,Give 'em Enough Influences,2020-12-08,track,Nothing to shout about
Sound Bullet,Home Ghosts,2020-06-26,track,Spanish July
Mägo de Oz,Visionarios del Rock,2020-07-31,track,Pensatorium
Los Baby's,Los 60 México,2020-09-25,track,Me piden
"Fuzzy, I",Neue Balans,2020-01-29,track,Neue Balans
The Red Lights Gang,Give 'em Enough Influences,2020-12-08,track,Get over you
Showaddywaddy,Anos 70: Internacional,2020-03-13,track,Under the Moon of Love - Re-Recorded Version
Orient Pearl,The Legends Series: Orient Pearl Recollection,2020-06-02,track,Maabot Ka Lang
Shandon,Skatex Festival 2020 (Live in Studio),2020-12-18,track,Independence Day (Live in Studio 2020)
La veo venir,Deterioro,2020-05-06,track,Deterioro
Hilma Nikolaisen,New Kids,2020-05-08,track,New Kids
Cartel da Cevada,Capim Loucura,2020-08-28,track,Capim Loucura
Same,Plastic Western,2020-05-08,track,It's Lonely in Doggy Hell
Nils Lofgren,Willie Nile Uncovered,2020-08-21,track,All God's Children
Bad Company,Anos 70: Internacional,2020-03-13,track,Feel Like Makin' Love
El Soldado,La Eterna Huella,2020-10-09,track,Mi Fruto Prohibido (Live Streaming)
Los Freddy's,Los 60 México,2020-09-25,track,"Ven, dame tu fe"
Los Romanticos de Zacatecas,Las Más Románticas de los Románticos,2020-02-21,track,Quebrado
Godzila Fu,Rancheros Locos,2020-07-10,track,Bien Relax
Jackson Browne,Anos 70: Internacional,2020-03-13,track,Doctor My Eyes
Kate Miller-Heidke,"Little Roots, Little Shoots",2020-10-09,track,This Is Not Forever
Los Gliders,Todas Sus Grabaciones (Remastered),2020-10-03,track,La Rebeldona - Remastered
L7,90s Movie Hits,2020-03-13,track,Shitlist
UUBBUURRUU,UUBBUURRUU,2020-01-17,track,The Fire Show
Sloper,Sloper,2020-06-05,track,I Wanna Know
Lion Heart,O Ferro do Escorpião,2020-06-05,track,Embaixo da Lua
Edward H Dafis,Goreuon Sain,2020-05-08,track,Tyrd i edrych
Ramones,Anos 70: Internacional,2020-03-13,track,Don't Come Close
Gie,Kamar Malas (Live Concert),2020-02-20,track,Tetaplah di Sini - Live Concert
Olly Oxen,Mahiwal o' Ndes,2020-02-14,track,Nyawa
Rigo Tovar,"Ayer, Hoy Y Siempre Con... Rigo Tovar",2020-10-30,track,Recordando Monterrey
Fubar,Get on the Bus!,2020-04-17,track,Don't Arrest Me
O BANDO DO VELHO JACK,25 Anos,2020-05-15,track,Palavras Erradas
Landau,Retrovisor,2020-05-04,track,O Amor Está em Todo Lugar
