artist,bio
Luck Ra,"Juan Facundo Almenara Ordóñez (Córdoba, Argentina, 20 de febrero de 1999), conocido por su nombre artístico Luck Ra, es un cantante, trapero y streamer argentino.

Empezó su carrera musical en 2017, subiendo canciones que a día de hoy están borradas de todas las redes donde fueron subidas, empezó a hacerse reconocido en la escena argentina del trap con su sencillo ""No Quiero Mas"", publicado en YouTube el 23 de mayo de 2018, tema que luego hizo remix con Seven Kayne, otro reconocido artista parte de la nueva ola de trap argentina. <a href=""https://www.last.fm/music/Luck+Ra"">Read more on Last.fm</a>"
Victor Mendivil," <a href=""https://www.last.fm/music/Victor+Mendivil"">Read more on Last.fm</a>"
Dutch Melrose," <a href=""https://www.last.fm/music/Dutch+Melrose"">Read more on Last.fm</a>"
Eugenia Quevedo," <a href=""https://www.last.fm/music/Eugenia+Quevedo"">Read more on Last.fm</a>"
Purple Disco Machine," <a href=""https://www.last.fm/music/Purple+Disco+Machine"">Read more on Last.fm</a>"
Alex Warren," <a href=""https://www.last.fm/music/Alex+Warren"">Read more on Last.fm</a>"
CYRIL,"Cyril Riley, más conocido como Cyril, es un remezclador, productor discográfico y DJ australiano.​ Wikipedia
Nacimiento: 22 de agosto de 1997 (edad 27 años), Lake Cargelligo, Australia
Género: Dance/Música electrónica <a href=""https://www.last.fm/music/Cyril"">Read more on Last.fm</a>"
Marta Santos," <a href=""https://www.last.fm/music/Marta+Santos"">Read more on Last.fm</a>"
Sabrina Carpenter,"Sabrina Ann Lynn Carpenter (Lehigh Valley, Pensilvania; 11 de mayo de 1999) ganadora del Grammy es una cantautora, escritora, actriz, modelo y productora ejecutiva estadounidense.​ Conocida por su papel como Maya Hart en la serie de Disney Channel ""Girl Meets World"".​ Debutó en la musica con su primer EP ""Can't Blame a Girl for Trying"" el 8 de abril de 2014, posterior a eso lanzó 4 albumes ""Eyes Wide Open"" {(Incluidas las canciones de su EP (2015)} <a href=""https://www.last.fm/music/Sabrina+Carpenter"">Read more on Last.fm</a>"
LISA,"1) Risa Oribe (织 部 里 沙 Oribe Risa, nacido el 24 de junio de 1987), más conocido por su nombre artístico LiSA (un acrónimo de Love is Same All), es una cantante y compositora japonesa de Seki, Gifu y está firmada a Aniplex bajo Sony Music Artists. Inicialmente un cantante de una banda indie, Lisa hizo su debut en 2010 cantando canciones de la series de televisión del anime Angel Beats! como una de las dos vocalistas de la banda ficticia Girls Dead Monster. <a href=""https://www.last.fm/music/Lisa"">Read more on Last.fm</a>"
DePol," <a href=""https://www.last.fm/music/Depol"">Read more on Last.fm</a>"
Laza Bossa," <a href=""https://www.last.fm/music/Laza+Bossa"">Read more on Last.fm</a>"
Peso Pluma,"Hassan Emilio Kabande Laija (Zapopan, Jalisco; 15 de junio de 1999), conocido como Peso Pluma, es un cantante y compositor mexicano. Se especializa en los géneros de corridos tumbados, reguetón y trap latino.

Su fama internacional comenzó en 2022, después de colaborar con cantantes como Luis R Conriquez, Natanael Cano y Eslabón Armado. Su estilo musical se caracteriza por un toque acústico con influencias de la música urbana como el trap mezclados con el sonido de los corridos. <a href=""https://www.last.fm/music/Peso+Pluma"">Read more on Last.fm</a>"
IVE,"Nombre: IVE (아이브).
¿Por qué?: El nombre del grupo ""IVE"" es derivado de ""I'VE"", el cual significa ""I HAVE"" (YO TENGO).
Origen: Corea del Sur.
Número de integrantes: 6 chicas. (5 coreanas y 1 japonesa)
Debut: 01 de Diciembre de 2021.
Lema: ""Dive into IVE! Hello, We are IVE"".
Agencia: Starship Entertainment.

Pre-Debut:
El 22 de agosto del 2021, se informó que Jang Won Young y An Yu Jin volverán a debutar como parte del próximo grupo de chicas de Starship Entertainment que está programado para debutar en la segunda mitad de este año. <a href=""https://www.last.fm/music/IVE"">Read more on Last.fm</a>"
ZUTOMAYO," <a href=""https://www.last.fm/music/ZUTOMAYO"">Read more on Last.fm</a>"
MY FIRST STORY,"""My First Story"" es un Grupo de J-Rock (Rock Japones) y consta de 5 miembros. Su álbum debut fue lanzado el 04 de abril 2012 titulado「MY FIRST STORY」.

Miembros:

Hiroki Moriuchi / Morita (Vocal)
Teruki (Guitarra)
Mostrar (Guitarra 2)
Knowb (Bajo)
Masakku (Batería)

 <a href=""https://www.last.fm/music/MY+FIRST+STORY"">Read more on Last.fm</a>"
Calum Scott,"Calum Scott (Kingston upon Hull, 12 de octubre de 1988) es un cantautor británico. Ganó un concurso de talentos local en el condado de Yorkshire y después saltó a la fama al participar en el programa de televisión Britain's Got Talent en 2015. Posteriormente lanzó su propia versión de la canción «Dancing On My Own» de Robyn, la cual llegó al número dos en la lista de sencillos del Reino Unido, convirtiéndose en la canción más vendida en ese territorio durante el verano. <a href=""https://www.last.fm/music/Calum+Scott"">Read more on Last.fm</a>"
Kungs,"Valentin Brunel (Toulon, Francia, 17 de diciembre de 1996), mejor conocido por su nombre artístico Kungs, es un DJ francés, productor de discos y músico.

Brunel lanzó su primer álbum Layers en 2016 después de tener éxito con ""This Girl"", una colaboración con Cookin 'on 3 Burners que se convirtió en un éxito internacional para él, y seguido por ""Do not You Know"" con Jamie N Commons y ""Me siento tan mal"" con Ephemerals. <a href=""https://www.last.fm/music/Kungs"">Read more on Last.fm</a>"
Jung Kook,"Jeon Jungkook, es un cantante y bailarín surcoreano. En 2013 debutó como integrante del grupo BTS bajo la compañía Big Hit Music.

Jungkook nació el 1 de septiembre de 1997, en Busan, Corea del Sur.​ Su familia consiste en su padre, su madre y un hermano mayor. Asistió a la escuela Baekyang en Busan, antes de convertirse en aprendiz y transferirse a la Singu Middle School en Seúl. 

Eventualmente decidió firmar con la empresa de BIGHIT después de ver a RM, su compañero de BTS, interpretar rap <a href=""https://www.last.fm/music/Jung+Kook"">Read more on Last.fm</a>"
Álvaro De Luna," <a href=""https://www.last.fm/music/%C3%81lvaro+De+Luna"">Read more on Last.fm</a>"
Neton Vega," <a href=""https://www.last.fm/music/Neton+Vega"">Read more on Last.fm</a>"
Jaziel Avilez," <a href=""https://www.last.fm/music/Jaziel+Avilez"">Read more on Last.fm</a>"
Benjamin Ingrosso,"Benjamin Daniele ""Benji"" Ingrosso Wahlgren, es un artista y cantautor sueco. Es hijo de la actriz sueca Pernilla Wahlgren y del ex-bailarín y compositor Emilio Ingrosso, tiene dos hermanos Oliver Wahlgren Ingrosso (compositor), Bianca Wahlgren Ingrosso (cantante) y un medio hermano Theodor ""Theo"" Wahlgren. En el 2015 su padre se casó con Åsa Ingrosso. Por parte de su madre sus tíos son los actores Linus Wahlgren, Niclas Wahlgren y el banquero Peter Wahlgren; y por parte de su padre: el bailarín Vito Ingrosso y Nicola Perrelli. <a href=""https://www.last.fm/music/Benjamin+Ingrosso"">Read more on Last.fm</a>"
Ozedikus," <a href=""https://www.last.fm/music/Ozedikus"">Read more on Last.fm</a>"
SEVENTEEN,"Seventeen (hangul: 세븐틴), estilizado como SEVENTEEN o SVT es una boy band surcoreana, formada por Pledis Entertainment en 2015. El grupo se compone de trece miembros. Los cuáles están separados en tres unidades diferentes, de acuerdo a las áreas de especialización individual: la unidad de hip-hop, la unidad vocal y la unidad de baile. El aspecto del grupo es altamente reconocido por la forma de composición y producción de todas sus canciones, también por el avance de sus coreografías. <a href=""https://www.last.fm/music/Seventeen"">Read more on Last.fm</a>"
BOYNEXTDOOR," <a href=""https://www.last.fm/music/BOYNEXTDOOR"">Read more on Last.fm</a>"
